id,z,x,code,key
2285,49,43,12.0,
2286,50,43,1.0,walls
2287,51,43,1.0,walls
2288,0,44,1.0,walls
2289,1,44,1.0,walls
2290,2,44,12.0,
2291,3,44,12.0,
2292,4,44,12.0,
2293,5,44,12.0,
2294,6,44,12.0,
2295,7,44,12.0,
2296,8,44,12.0,
2297,9,44,1.0,walls
2298,10,44,12.0,
2299,11,44,12.0,
2300,12,44,12.0,
2301,13,44,12.0,
2302,14,44,2.0,doors
2303,15,44,12.0,
2304,16,44,9.0,rubble
2305,17,44,12.0,
2306,18,44,1.0,walls
2307,19,44,12.0,
2308,20,44,1.0,walls
2309,21,44,2.0,doors
2310,22,44,1.0,walls
2311,23,44,1.0,walls
2312,24,44,1.0,walls
2313,25,44,2.0,doors
2314,26,44,1.0,walls
2315,27,44,1.0,walls
2316,28,44,12.0,
2317,29,44,1.0,walls
2318,30,44,2.0,doors
2319,31,44,1.0,walls
2320,32,44,1.0,walls
2321,33,44,1.0,walls
2322,34,44,2.0,doors
2323,35,44,1.0,walls
2324,36,44,1.0,walls
2325,37,44,12.0,
2326,38,44,12.0,
2327,39,44,12.0,
2328,40,44,12.0,
2329,41,44,1.0,walls
2330,42,44,1.0,walls
2331,43,44,1.0,walls
2332,44,44,12.0,
2333,45,44,5.0,red victims
2334,46,44,12.0,
2335,47,44,12.0,
2336,48,44,12.0,
2337,49,44,12.0,
2338,50,44,1.0,walls
2339,51,44,1.0,walls
2340,0,45,1.0,walls
2341,1,45,1.0,walls
2342,2,45,12.0,
2343,3,45,12.0,
2344,4,45,12.0,
2345,5,45,12.0,
2346,6,45,12.0,
2347,7,45,12.0,
2348,8,45,12.0,
2349,9,45,1.0,walls
2350,10,45,12.0,
2351,11,45,12.0,
2352,12,45,12.0,
2353,13,45,12.0,
2354,14,45,1.0,walls
2355,15,45,9.0,rubble
2356,16,45,6.0,yellow victims
2357,17,45,9.0,rubble
2358,18,45,1.0,walls
2359,19,45,12.0,
2360,20,45,12.0,
2361,21,45,12.0,
2362,22,45,12.0,
2363,23,45,12.0,
2364,24,45,12.0,
2365,25,45,12.0,
2366,26,45,12.0,
2367,27,45,1.0,walls
2368,28,45,12.0,
2369,29,45,12.0,
2370,30,45,12.0,
2371,31,45,12.0,
2372,32,45,3.0,green victims
2373,33,45,12.0,
2374,34,45,12.0,
2375,35,45,12.0,
2376,36,45,1.0,walls
2377,37,45,12.0,
2378,38,45,12.0,
2379,39,45,12.0,
2380,40,45,12.0,
2381,41,45,1.0,walls
2382,42,45,1.0,walls
2383,43,45,12.0,
2384,44,45,12.0,
2385,45,45,12.0,
2386,46,45,12.0,
2387,47,45,12.0,
2388,48,45,12.0,
2389,49,45,12.0,
2390,50,45,1.0,walls
2391,51,45,1.0,walls
2392,0,46,1.0,walls
2393,1,46,1.0,walls
2394,2,46,12.0,
2395,3,46,12.0,
2396,4,46,12.0,
2397,5,46,12.0,
2398,6,46,12.0,
2399,7,46,12.0,
2400,8,46,12.0,
2401,9,46,1.0,walls
2402,10,46,12.0,
2403,11,46,12.0,
2404,12,46,12.0,
2405,13,46,12.0,
2406,14,46,1.0,walls
2407,15,46,12.0,
2408,16,46,12.0,
2409,17,46,1.0,walls
2410,18,46,1.0,walls
2411,19,46,12.0,
2412,20,46,12.0,
2413,21,46,12.0,
2414,22,46,12.0,
2415,23,46,12.0,
2416,24,46,12.0,
2417,25,46,12.0,
2418,26,46,12.0,
2419,27,46,1.0,walls
2420,28,46,12.0,
2421,29,46,12.0,
2422,30,46,12.0,
2423,31,46,12.0,
2424,32,46,12.0,
2425,33,46,12.0,
2426,34,46,12.0,
2427,35,46,12.0,
2428,36,46,1.0,walls
2429,37,46,12.0,
2430,38,46,12.0,
2431,39,46,12.0,
2432,40,46,12.0,
2433,41,46,1.0,walls
2434,42,46,12.0,
2435,43,46,12.0,
2436,44,46,12.0,
2437,45,46,12.0,
2438,46,46,12.0,
2439,47,46,12.0,
2440,48,46,12.0,
2441,49,46,12.0,
2442,50,46,1.0,walls
2443,51,46,1.0,walls
2444,0,47,1.0,walls
2445,1,47,1.0,walls
2446,2,47,12.0,
2447,3,47,12.0,
2448,4,47,12.0,
2449,5,47,12.0,
2450,6,47,12.0,
2451,7,47,12.0,
2452,8,47,12.0,
2453,9,47,1.0,walls
2454,10,47,12.0,
2455,11,47,12.0,
2456,12,47,12.0,
2457,13,47,12.0,
2458,14,47,1.0,walls
2459,15,47,1.0,walls
2460,16,47,1.0,walls
2461,17,47,1.0,walls
2462,18,47,1.0,walls
2463,19,47,1.0,walls
2464,20,47,1.0,walls
2465,21,47,1.0,walls
2466,22,47,1.0,walls
2467,23,47,1.0,walls
2468,24,47,1.0,walls
2469,25,47,1.0,walls
2470,26,47,1.0,walls
2471,27,47,1.0,walls
2472,28,47,1.0,walls
2473,29,47,1.0,walls
2474,30,47,1.0,walls
2475,31,47,1.0,walls
2476,32,47,1.0,walls
2477,33,47,1.0,walls
2478,34,47,1.0,walls
2479,35,47,1.0,walls
2480,36,47,1.0,walls
2481,37,47,12.0,
2482,38,47,12.0,
2483,39,47,12.0,
2484,40,47,12.0,
2485,41,47,1.0,walls
2486,42,47,12.0,
2487,43,47,12.0,
2488,44,47,12.0,
2489,45,47,12.0,
2490,46,47,12.0,
2491,47,47,12.0,
2492,48,47,12.0,
2493,49,47,12.0,
2494,50,47,1.0,walls
2495,51,47,1.0,walls
2496,0,48,1.0,walls
2497,1,48,1.0,walls
2498,2,48,12.0,
2499,3,48,12.0,
2500,4,48,12.0,
2501,5,48,12.0,
2502,6,48,12.0,
2503,7,48,12.0,
2504,8,48,12.0,
2505,9,48,1.0,walls
2506,10,48,12.0,
2507,11,48,12.0,
2508,12,48,12.0,
2509,13,48,12.0,
2510,14,48,1.0,walls
2511,15,48,1.0,walls
2512,16,48,1.0,walls
2513,17,48,1.0,walls
2514,18,48,1.0,walls
2515,19,48,1.0,walls
2516,20,48,1.0,walls
2517,21,48,1.0,walls
2518,22,48,1.0,walls
2519,23,48,1.0,walls
2520,24,48,1.0,walls
2521,25,48,1.0,walls
2522,26,48,1.0,walls
2523,27,48,1.0,walls
2524,28,48,1.0,walls
2525,29,48,1.0,walls
2526,30,48,1.0,walls
2527,31,48,1.0,walls
2528,32,48,1.0,walls
2529,33,48,1.0,walls
2530,34,48,1.0,walls
2531,35,48,1.0,walls
2532,36,48,1.0,walls
2533,37,48,12.0,
2534,38,48,12.0,
2535,39,48,12.0,
2536,40,48,12.0,
2537,41,48,1.0,walls
2538,42,48,12.0,
2539,43,48,12.0,
2540,44,48,12.0,
2541,45,48,12.0,
2542,46,48,12.0,
2543,47,48,12.0,
2544,48,48,12.0,
2545,49,48,12.0,
2546,50,48,1.0,walls
2547,51,48,1.0,walls
2548,0,49,1.0,walls
2549,1,49,1.0,walls
2550,2,49,12.0,
2551,3,49,12.0,
2552,4,49,12.0,
2553,5,49,12.0,
2554,6,49,12.0,
2555,7,49,12.0,
2556,8,49,12.0,
2557,9,49,1.0,walls
2558,10,49,12.0,
2559,11,49,12.0,
2560,12,49,12.0,
2561,13,49,12.0,
2562,14,49,1.0,walls
2563,15,49,12.0,
2564,16,49,12.0,
2565,17,49,12.0,
2566,18,49,12.0,
2567,19,49,12.0,
2568,20,49,12.0,
2569,21,49,12.0,
2570,22,49,12.0,
2571,23,49,12.0,
2572,24,49,12.0,
2573,25,49,1.0,walls
2574,26,49,12.0,
2575,27,49,12.0,
2576,28,49,12.0,
2577,29,49,12.0,
2578,30,49,12.0,
2579,31,49,12.0,
2580,32,49,12.0,
2581,33,49,12.0,
2582,34,49,12.0,
2583,35,49,12.0,
2584,36,49,1.0,walls
2585,37,49,12.0,
2586,38,49,12.0,
2587,39,49,12.0,
2588,40,49,12.0,
2589,41,49,1.0,walls
2590,42,49,1.0,walls
2591,43,49,1.0,walls
2592,44,49,1.0,walls
2593,45,49,1.0,walls
2594,46,49,1.0,walls
2595,47,49,1.0,walls
2596,48,49,1.0,walls
2597,49,49,1.0,walls
2598,50,49,1.0,walls
2599,51,49,1.0,walls
2600,0,50,1.0,walls
2601,1,50,1.0,walls
2602,2,50,12.0,
2603,3,50,12.0,
2604,4,50,12.0,
2605,5,50,12.0,
2606,6,50,12.0,
2607,7,50,12.0,
2608,8,50,12.0,
2609,9,50,1.0,walls
2610,10,50,12.0,
2611,11,50,12.0,
2612,12,50,12.0,
2613,13,50,12.0,
2614,14,50,1.0,walls
2615,15,50,12.0,
2616,16,50,12.0,
2617,17,50,12.0,
2618,18,50,12.0,
2619,19,50,12.0,
2620,20,50,12.0,
2621,21,50,12.0,
2622,22,50,12.0,
2623,23,50,12.0,
2624,24,50,12.0,
2625,25,50,1.0,walls
2626,26,50,12.0,
2627,27,50,12.0,
2628,28,50,12.0,
2629,29,50,12.0,
2630,30,50,12.0,
2631,31,50,12.0,
2632,32,50,12.0,
2633,33,50,12.0,
2634,34,50,12.0,
2635,35,50,12.0,
2636,36,50,1.0,walls
2637,37,50,12.0,
2638,38,50,12.0,
2639,39,50,12.0,
2640,40,50,12.0,
2641,41,50,2.0,doors
2642,42,50,12.0,
2643,43,50,12.0,
2644,44,50,12.0,
2645,45,50,12.0,
2646,46,50,12.0,
2647,47,50,12.0,
2648,48,50,12.0,
2649,49,50,12.0,
2650,50,50,1.0,walls
2651,51,50,1.0,walls
2652,0,51,1.0,walls
2653,1,51,1.0,walls
2654,2,51,12.0,
2655,3,51,12.0,
2656,4,51,12.0,
2657,5,51,12.0,
2658,6,51,12.0,
2659,7,51,12.0,
2660,8,51,12.0,
2661,9,51,1.0,walls
2662,10,51,12.0,
2663,11,51,12.0,
2664,12,51,12.0,
2665,13,51,12.0,
2666,14,51,1.0,walls
2667,15,51,12.0,
2668,16,51,12.0,
2669,17,51,12.0,
2670,18,51,12.0,
2671,19,51,12.0,
2672,20,51,12.0,
2673,21,51,12.0,
2674,22,51,12.0,
2675,23,51,12.0,
2676,24,51,12.0,
2677,25,51,1.0,walls
2678,26,51,12.0,
2679,27,51,12.0,
2680,28,51,12.0,
2681,29,51,12.0,
2682,30,51,12.0,
2683,31,51,12.0,
2684,32,51,12.0,
2685,33,51,12.0,
2686,34,51,12.0,
2687,35,51,12.0,
2688,36,51,1.0,walls
2689,37,51,12.0,
2690,38,51,12.0,
2691,39,51,12.0,
2692,40,51,12.0,
2693,41,51,1.0,walls
2694,42,51,12.0,
2695,43,51,12.0,
2696,44,51,12.0,
2697,45,51,12.0,
2698,46,51,12.0,
2699,47,51,12.0,
2700,48,51,12.0,
2701,49,51,12.0,
2702,50,51,1.0,walls
2703,51,51,1.0,walls
2704,0,52,1.0,walls
2705,1,52,1.0,walls
2706,2,52,12.0,
2707,3,52,12.0,
2708,4,52,5.0,red victims
2709,5,52,12.0,
2710,6,52,12.0,
2711,7,52,12.0,
2712,8,52,12.0,
2713,9,52,1.0,walls
2714,10,52,12.0,
2715,11,52,12.0,
2716,12,52,12.0,
2717,13,52,12.0,
2718,14,52,1.0,walls
2719,15,52,12.0,
2720,16,52,12.0,
2721,17,52,12.0,
2722,18,52,12.0,
2723,19,52,12.0,
2724,20,52,12.0,
2725,21,52,12.0,
2726,22,52,12.0,
2727,23,52,12.0,
2728,24,52,12.0,
2729,25,52,1.0,walls
2730,26,52,12.0,
2731,27,52,12.0,
2732,28,52,12.0,
2733,29,52,12.0,
2734,30,52,12.0,
2735,31,52,12.0,
2736,32,52,12.0,
2737,33,52,12.0,
2738,34,52,12.0,
2739,35,52,12.0,
2740,36,52,1.0,walls
2741,37,52,12.0,
2742,38,52,12.0,
2743,39,52,12.0,
2744,40,52,12.0,
2745,41,52,1.0,walls
2746,42,52,1.0,walls
2747,43,52,1.0,walls
2748,44,52,1.0,walls
2749,45,52,1.0,walls
2750,46,52,1.0,walls
2751,47,52,12.0,
2752,48,52,12.0,
2753,49,52,12.0,
2754,50,52,1.0,walls
2755,51,52,1.0,walls
2756,0,53,1.0,walls
2757,1,53,1.0,walls
2758,2,53,12.0,
2759,3,53,12.0,
2760,4,53,12.0,
2761,5,53,12.0,
2762,6,53,12.0,
2763,7,53,12.0,
2764,8,53,12.0,
2765,9,53,1.0,walls
2766,10,53,12.0,
2767,11,53,12.0,
2768,12,53,12.0,
2769,13,53,12.0,
2770,14,53,1.0,walls
2771,15,53,12.0,
2772,16,53,12.0,
2773,17,53,12.0,
2774,18,53,12.0,
2775,19,53,12.0,
2776,20,53,12.0,
2777,21,53,12.0,
2778,22,53,12.0,
2779,23,53,12.0,
2780,24,53,12.0,
2781,25,53,1.0,walls
2782,26,53,12.0,
2783,27,53,12.0,
2784,28,53,12.0,
2785,29,53,12.0,
2786,30,53,12.0,
2787,31,53,12.0,
2788,32,53,12.0,
2789,33,53,12.0,
2790,34,53,12.0,
2791,35,53,12.0,
2792,36,53,1.0,walls
2793,37,53,12.0,
2794,38,53,12.0,
2795,39,53,12.0,
2796,40,53,12.0,
2797,41,53,1.0,walls
2798,42,53,1.0,walls
2799,43,53,1.0,walls
2800,44,53,12.0,
2801,45,53,12.0,
2802,46,53,12.0,
2803,47,53,12.0,
2804,48,53,12.0,
2805,49,53,12.0,
2806,50,53,1.0,walls
2807,51,53,1.0,walls
2808,0,54,1.0,walls
2809,1,54,1.0,walls
2810,2,54,1.0,walls
2811,3,54,1.0,walls
2812,4,54,1.0,walls
2813,5,54,1.0,walls
2814,6,54,1.0,walls
2815,7,54,1.0,walls
2816,8,54,1.0,walls
2817,9,54,1.0,walls
2818,10,54,12.0,
2819,11,54,12.0,
2820,12,54,12.0,
2821,13,54,12.0,
2822,14,54,1.0,walls
2823,15,54,12.0,
2824,16,54,12.0,
2825,17,54,12.0,
2826,18,54,12.0,
2827,19,54,12.0,
2828,20,54,12.0,
2829,21,54,12.0,
2830,22,54,12.0,
2831,23,54,3.0,green victims
2832,24,54,12.0,
2833,25,54,1.0,walls
2834,26,54,12.0,
2835,27,54,12.0,
2836,28,54,12.0,
2837,29,54,12.0,
2838,30,54,3.0,green victims
2839,31,54,12.0,
2840,32,54,12.0,
2841,33,54,12.0,
2842,34,54,12.0,
2843,35,54,12.0,
2844,36,54,1.0,walls
2845,37,54,12.0,
2846,38,54,12.0,
2847,39,54,12.0,
2848,40,54,12.0,
2849,41,54,1.0,walls
2850,42,54,1.0,walls
2851,43,54,12.0,
2852,44,54,3.0,green victims
2853,45,54,12.0,
2854,46,54,12.0,
2855,47,54,12.0,
2856,48,54,12.0,
2857,49,54,12.0,
2858,50,54,1.0,walls
2859,51,54,1.0,walls
2860,0,55,1.0,walls
2861,1,55,1.0,walls
2862,2,55,12.0,
2863,3,55,12.0,
2864,4,55,12.0,
2865,5,55,12.0,
2866,6,55,12.0,
2867,7,55,12.0,
2868,8,55,12.0,
2869,9,55,2.0,doors
2870,10,55,12.0,
2871,11,55,12.0,
2872,12,55,12.0,
2873,13,55,12.0,
2874,14,55,1.0,walls
2875,15,55,1.0,walls
2876,16,55,12.0,
2877,17,55,12.0,
2878,18,55,12.0,
2879,19,55,12.0,
2880,20,55,12.0,
2881,21,55,12.0,
2882,22,55,12.0,
2883,23,55,12.0,
2884,24,55,12.0,
2885,25,55,1.0,walls
2886,26,55,12.0,
2887,27,55,12.0,
2888,28,55,12.0,
2889,29,55,12.0,
2890,30,55,12.0,
2891,31,55,12.0,
2892,32,55,12.0,
2893,33,55,12.0,
2894,34,55,12.0,
2895,35,55,1.0,walls
2896,36,55,1.0,walls
2897,37,55,12.0,
2898,38,55,12.0,
2899,39,55,12.0,
2900,40,55,12.0,
2901,41,55,1.0,walls
2902,42,55,9.0,rubble
2903,43,55,12.0,
2904,44,55,12.0,
2905,45,55,12.0,
2906,46,55,12.0,
2907,47,55,12.0,
2908,48,55,12.0,
2909,49,55,12.0,
2910,50,55,1.0,walls
2911,51,55,1.0,walls
2912,0,56,1.0,walls
2913,1,56,1.0,walls
2914,2,56,12.0,
2915,3,56,12.0,
2916,4,56,12.0,
2917,5,56,12.0,
2918,6,56,12.0,
2919,7,56,12.0,
2920,8,56,12.0,
2921,9,56,1.0,walls
2922,10,56,12.0,
2923,11,56,12.0,
2924,12,56,12.0,
2925,13,56,12.0,
2926,14,56,1.0,walls
2927,15,56,1.0,walls
2928,16,56,1.0,walls
2929,17,56,12.0,
2930,18,56,12.0,
2931,19,56,12.0,
2932,20,56,5.0,red victims
2933,21,56,12.0,
2934,22,56,12.0,
2935,23,56,12.0,
2936,24,56,12.0,
2937,25,56,1.0,walls
2938,26,56,12.0,
2939,27,56,12.0,
2940,28,56,12.0,
2941,29,56,12.0,
2942,30,56,12.0,
2943,31,56,12.0,
2944,32,56,12.0,
2945,33,56,12.0,
2946,34,56,1.0,walls
2947,35,56,1.0,walls
2948,36,56,1.0,walls
2949,37,56,12.0,
2950,38,56,12.0,
2951,39,56,12.0,
2952,40,56,12.0,
2953,41,56,1.0,walls
2954,42,56,6.0,yellow victims
2955,43,56,9.0,rubble
2956,44,56,12.0,
2957,45,56,12.0,
2958,46,56,12.0,
2959,47,56,12.0,
2960,48,56,12.0,
2961,49,56,12.0,
2962,50,56,1.0,walls
2963,51,56,1.0,walls
2964,0,57,1.0,walls
2965,1,57,1.0,walls
2966,2,57,12.0,
2967,3,57,12.0,
2968,4,57,12.0,
2969,5,57,1.0,walls
2970,6,57,1.0,walls
2971,7,57,1.0,walls
2972,8,57,1.0,walls
2973,9,57,1.0,walls
2974,10,57,12.0,
2975,11,57,12.0,
2976,12,57,12.0,
2977,13,57,12.0,
2978,14,57,1.0,walls
2979,15,57,1.0,walls
2980,16,57,1.0,walls
2981,17,57,1.0,walls
2982,18,57,1.0,walls
2983,19,57,1.0,walls
2984,20,57,1.0,walls
2985,21,57,1.0,walls
2986,22,57,1.0,walls
2987,23,57,2.0,doors
2988,24,57,2.0,doors
2989,25,57,1.0,walls
2990,26,57,2.0,doors
2991,27,57,2.0,doors
2992,28,57,1.0,walls
2993,29,57,1.0,walls
2994,30,57,1.0,walls
2995,31,57,1.0,walls
2996,32,57,1.0,walls
2997,33,57,1.0,walls
2998,34,57,1.0,walls
2999,35,57,1.0,walls
3000,36,57,1.0,walls
3001,37,57,12.0,
3002,38,57,12.0,
3003,39,57,12.0,
3004,40,57,12.0,
3005,41,57,1.0,walls
3006,42,57,9.0,rubble
3007,43,57,12.0,
3008,44,57,12.0,
3009,45,57,12.0,
3010,46,57,12.0,
3011,47,57,12.0,
3012,48,57,12.0,
3013,49,57,12.0,
3014,50,57,1.0,walls
3015,51,57,1.0,walls
3016,0,58,1.0,walls
3017,1,58,1.0,walls
3018,2,58,12.0,
3019,3,58,12.0,
3020,4,58,12.0,
3021,5,58,12.0,
3022,6,58,5.0,red victims
3023,7,58,1.0,walls
3024,8,58,1.0,walls
3025,9,58,1.0,walls
3026,10,58,12.0,
3027,11,58,12.0,
3028,12,58,12.0,
3029,13,58,12.0,
3030,14,58,12.0,
3031,15,58,12.0,
3032,16,58,12.0,
3033,17,58,12.0,
3034,18,58,12.0,
3035,19,58,12.0,
3036,20,58,12.0,
3037,21,58,12.0,
3038,22,58,12.0,
3039,23,58,12.0,
3040,24,58,12.0,
3041,25,58,12.0,
3042,26,58,12.0,
3043,27,58,12.0,
3044,28,58,12.0,
3045,29,58,12.0,
3046,30,58,12.0,
3047,31,58,12.0,
3048,32,58,12.0,
3049,33,58,12.0,
3050,34,58,12.0,
3051,35,58,12.0,
3052,36,58,12.0,
3053,37,58,12.0,
3054,38,58,12.0,
3055,39,58,12.0,
3056,40,58,12.0,
3057,41,58,1.0,walls
3058,42,58,1.0,walls
3059,43,58,1.0,walls
3060,44,58,1.0,walls
3061,45,58,1.0,walls
3062,46,58,1.0,walls
3063,47,58,1.0,walls
3064,48,58,1.0,walls
3065,49,58,1.0,walls
3066,50,58,1.0,walls
3067,51,58,1.0,walls
3068,0,59,1.0,walls
3069,1,59,1.0,walls
3070,2,59,12.0,
3071,3,59,12.0,
3072,4,59,12.0,
3073,5,59,12.0,
3074,6,59,12.0,
3075,7,59,12.0,
3076,8,59,1.0,walls
3077,9,59,1.0,walls
3078,10,59,12.0,
3079,11,59,12.0,
3080,12,59,12.0,
3081,13,59,12.0,
3082,14,59,12.0,
3083,15,59,12.0,
3084,16,59,12.0,
3085,17,59,12.0,
3086,18,59,12.0,
3087,19,59,12.0,
3088,20,59,12.0,
3089,21,59,12.0,
3090,22,59,12.0,
3091,23,59,12.0,
3092,24,59,12.0,
3093,25,59,12.0,
3094,26,59,12.0,
3095,27,59,12.0,
3096,28,59,12.0,
3097,29,59,12.0,
3098,30,59,12.0,
3099,31,59,12.0,
3100,32,59,12.0,
3101,33,59,12.0,
3102,34,59,12.0,
3103,35,59,12.0,
3104,36,59,12.0,
3105,37,59,12.0,
3106,38,59,12.0,
3107,39,59,12.0,
3108,40,59,12.0,
3109,41,59,2.0,doors
3110,42,59,12.0,
3111,43,59,12.0,
3112,44,59,12.0,
3113,45,59,12.0,
3114,46,59,12.0,
3115,47,59,12.0,
3116,48,59,12.0,
3117,49,59,12.0,
3118,50,59,1.0,walls
3119,51,59,1.0,walls
3120,0,60,1.0,walls
3121,1,60,1.0,walls
3122,2,60,12.0,
3123,3,60,12.0,
3124,4,60,12.0,
3125,5,60,12.0,
3126,6,60,12.0,
3127,7,60,12.0,
3128,8,60,12.0,
3129,9,60,1.0,walls
3130,10,60,12.0,
3131,11,60,12.0,
3132,12,60,12.0,
3133,13,60,12.0,
3134,14,60,12.0,
3135,15,60,12.0,
3136,16,60,12.0,
3137,17,60,12.0,
3138,18,60,12.0,
3139,19,60,12.0,
3140,20,60,12.0,
3141,21,60,12.0,
3142,22,60,12.0,
3143,23,60,12.0,
3144,24,60,12.0,
3145,25,60,12.0,
3146,26,60,12.0,
3147,27,60,12.0,
3148,28,60,12.0,
3149,29,60,12.0,
3150,30,60,12.0,
3151,31,60,12.0,
3152,32,60,12.0,
3153,33,60,12.0,
3154,34,60,12.0,
3155,35,60,12.0,
3156,36,60,12.0,
3157,37,60,12.0,
3158,38,60,12.0,
3159,39,60,12.0,
3160,40,60,12.0,
3161,41,60,1.0,walls
3162,42,60,12.0,
3163,43,60,12.0,
3164,44,60,12.0,
3165,45,60,12.0,
3166,46,60,12.0,
3167,47,60,12.0,
3168,48,60,12.0,
3169,49,60,12.0,
3170,50,60,1.0,walls
3171,51,60,1.0,walls
3172,0,61,1.0,walls
3173,1,61,1.0,walls
3174,2,61,12.0,
3175,3,61,12.0,
3176,4,61,12.0,
3177,5,61,12.0,
3178,6,61,12.0,
3179,7,61,12.0,
3180,8,61,12.0,
3181,9,61,1.0,walls
3182,10,61,12.0,
3183,11,61,12.0,
3184,12,61,12.0,
3185,13,61,12.0,
3186,14,61,12.0,
3187,15,61,12.0,
3188,16,61,12.0,
3189,17,61,12.0,
3190,18,61,12.0,
3191,19,61,12.0,
3192,20,61,12.0,
3193,21,61,12.0,
3194,22,61,12.0,
3195,23,61,12.0,
3196,24,61,12.0,
3197,25,61,12.0,
3198,26,61,12.0,
3199,27,61,12.0,
3200,28,61,12.0,
3201,29,61,12.0,
3202,30,61,12.0,
3203,31,61,12.0,
3204,32,61,12.0,
3205,33,61,12.0,
3206,34,61,12.0,
3207,35,61,12.0,
3208,36,61,12.0,
3209,37,61,12.0,
3210,38,61,12.0,
3211,39,61,12.0,
3212,40,61,12.0,
3213,41,61,1.0,walls
3214,42,61,1.0,walls
3215,43,61,1.0,walls
3216,44,61,1.0,walls
3217,45,61,1.0,walls
3218,46,61,1.0,walls
3219,47,61,12.0,
3220,48,61,12.0,
3221,49,61,12.0,
3222,50,61,1.0,walls
3223,51,61,1.0,walls
3224,0,62,1.0,walls
3225,1,62,1.0,walls
3226,2,62,12.0,
3227,3,62,12.0,
3228,4,62,12.0,
3229,5,62,12.0,
3230,6,62,12.0,
3231,7,62,12.0,
3232,8,62,12.0,
3233,9,62,1.0,walls
3234,10,62,12.0,
3235,11,62,12.0,
3236,12,62,12.0,
3237,13,62,12.0,
3238,14,62,1.0,walls
3239,15,62,1.0,walls
3240,16,62,1.0,walls
3241,17,62,1.0,walls
3242,18,62,1.0,walls
3243,19,62,1.0,walls
3244,20,62,1.0,walls
3245,21,62,1.0,walls
3246,22,62,1.0,walls
3247,23,62,1.0,walls
3248,24,62,1.0,walls
3249,25,62,1.0,walls
3250,26,62,1.0,walls
3251,27,62,1.0,walls
3252,28,62,1.0,walls
3253,29,62,1.0,walls
3254,30,62,1.0,walls
3255,31,62,1.0,walls
3256,32,62,1.0,walls
3257,33,62,2.0,doors
3258,34,62,2.0,doors
3259,35,62,1.0,walls
3260,36,62,1.0,walls
3261,37,62,12.0,
3262,38,62,12.0,
3263,39,62,12.0,
3264,40,62,12.0,
3265,41,62,1.0,walls
3266,42,62,1.0,walls
3267,43,62,1.0,walls
3268,44,62,12.0,
3269,45,62,12.0,
3270,46,62,12.0,
3271,47,62,12.0,
3272,48,62,12.0,
3273,49,62,12.0,
3274,50,62,1.0,walls
3275,51,62,1.0,walls
3276,0,63,1.0,walls
3277,1,63,1.0,walls
3278,2,63,12.0,
3279,3,63,12.0,
3280,4,63,12.0,
3281,5,63,12.0,
3282,6,63,12.0,
3283,7,63,12.0,
3284,8,63,12.0,
3285,9,63,1.0,walls
3286,10,63,12.0,
3287,11,63,12.0,
3288,12,63,12.0,
3289,13,63,12.0,
3290,14,63,1.0,walls
3291,15,63,1.0,walls
3292,16,63,1.0,walls
3293,17,63,12.0,
3294,18,63,9.0,rubble
3295,19,63,12.0,
3296,20,63,12.0,
3297,21,63,12.0,
3298,22,63,12.0,
3299,23,63,12.0,
3300,24,63,12.0,
3301,25,63,12.0,
3302,26,63,12.0,
3303,27,63,12.0,
3304,28,63,12.0,
3305,29,63,12.0,
3306,30,63,12.0,
3307,31,63,12.0,
3308,32,63,12.0,
3309,33,63,12.0,
3310,34,63,12.0,
3311,35,63,12.0,
3312,36,63,1.0,walls
3313,37,63,12.0,
3314,38,63,12.0,
3315,39,63,12.0,
3316,40,63,12.0,
3317,41,63,1.0,walls
3318,42,63,1.0,walls
3319,43,63,12.0,
3320,44,63,12.0,
3321,45,63,5.0,red victims
3322,46,63,12.0,
3323,47,63,9.0,rubble
3324,48,63,12.0,
3325,49,63,12.0,
3326,50,63,1.0,walls
3327,51,63,1.0,walls
3328,0,64,1.0,walls
3329,1,64,1.0,walls
3330,2,64,12.0,
3331,3,64,12.0,
3332,4,64,12.0,
3333,5,64,9.0,rubble
3334,6,64,12.0,
3335,7,64,12.0,
3336,8,64,12.0,
3337,9,64,1.0,walls
3338,10,64,12.0,
3339,11,64,12.0,
3340,12,64,12.0,
3341,13,64,12.0,
3342,14,64,1.0,walls
3343,15,64,12.0,
3344,16,64,12.0,
3345,17,64,9.0,rubble
3346,18,64,6.0,yellow victims
3347,19,64,9.0,rubble
3348,20,64,12.0,
3349,21,64,12.0,
3350,22,64,12.0,
3351,23,64,12.0,
3352,24,64,12.0,
3353,25,64,12.0,
3354,26,64,12.0,
3355,27,64,12.0,
3356,28,64,12.0,
3357,29,64,12.0,
3358,30,64,12.0,
3359,31,64,12.0,
3360,32,64,12.0,
3361,33,64,12.0,
3362,34,64,12.0,
3363,35,64,12.0,
3364,36,64,1.0,walls
3365,37,64,12.0,
3366,38,64,12.0,
3367,39,64,12.0,
3368,40,64,12.0,
3369,41,64,1.0,walls
3370,42,64,12.0,
3371,43,64,12.0,
3372,44,64,12.0,
3373,45,64,12.0,
3374,46,64,9.0,rubble
3375,47,64,6.0,yellow victims
3376,48,64,9.0,rubble
3377,49,64,12.0,
3378,50,64,1.0,walls
3379,51,64,1.0,walls
3380,0,65,1.0,walls
3381,1,65,1.0,walls
3382,2,65,12.0,
3383,3,65,12.0,
3384,4,65,9.0,rubble
3385,5,65,6.0,yellow victims
3386,6,65,9.0,rubble
